index_ids,text
19534,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 338 -Pipe 2dc -Comment NGen Worker Process.
19535,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 33c -Pipe 1d8 -Comment NGen Worker Process.
19536,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 35c -Pipe 1d0 -Comment NGen Worker Process.
19537,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 3a4 -Pipe 288 -Comment NGen Worker Process.
19538,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 3f0 -Pipe 31c -Comment NGen Worker Process.
19539,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 5b4 -Pipe 278 -Comment NGen Worker Process.
19540,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 5b4 -Pipe 2b0 -Comment NGen Worker Process.
19541,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 5ec -Pipe 454 -Comment NGen Worker Process.
19542,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 314 -InterruptEvent 0 -NGENProcess 784 -Pipe 2f8 -Comment NGen Worker Process.
19543,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 1d4 -Pipe 284 -Comment NGen Worker Process.
19544,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 234 -Pipe 1f8 -Comment NGen Worker Process.
19545,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 2a4 -Pipe 2e8 -Comment NGen Worker Process.
19546,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 2ac -Pipe 1ac -Comment NGen Worker Process.
19547,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 2b0 -Pipe 1d4 -Comment NGen Worker Process.
19548,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 304 -Pipe 2d4 -Comment NGen Worker Process.
19549,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 340 -Pipe 334 -Comment NGen Worker Process.
19550,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 34c -Pipe 38c -Comment NGen Worker Process.
19551,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 394 -Pipe 328 -Comment NGen Worker Process.
19552,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 3d0 -Pipe 3a8 -Comment NGen Worker Process.
19553,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 318 -InterruptEvent 0 -NGENProcess 500 -Pipe 528 -Comment NGen Worker Process.
19554,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 1bc -Pipe 344 -Comment NGen Worker Process.
19555,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 1bc -Pipe 3e8 -Comment NGen Worker Process.
19556,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 234 -Pipe 32c -Comment NGen Worker Process.
19557,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 27c -Pipe 350 -Comment NGen Worker Process.
19558,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 290 -Pipe 328 -Comment NGen Worker Process.
19559,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 2ac -Pipe 2b0 -Comment NGen Worker Process.
19560,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 2d0 -Pipe 36c -Comment NGen Worker Process.
19561,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 2f4 -Pipe 32c -Comment NGen Worker Process.
19562,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 310 -Pipe 318 -Comment NGen Worker Process.
19563,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 310 -Pipe 368 -Comment NGen Worker Process.
19564,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 318 -Pipe 30c -Comment NGen Worker Process.
19565,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 320 -Pipe 314 -Comment NGen Worker Process.
19566,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 324 -Pipe 2c0 -Comment NGen Worker Process.
19567,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 32c -Pipe 298 -Comment NGen Worker Process.
19568,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 330 -Pipe 320 -Comment NGen Worker Process.
19569,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 3d0 -Pipe 2d4 -Comment NGen Worker Process.
19570,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 31c -InterruptEvent 0 -NGENProcess 3f0 -Pipe 2ac -Comment NGen Worker Process.
19571,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 1ac -Pipe 1fc -Comment NGen Worker Process.
19572,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 2a0 -Pipe 32c -Comment NGen Worker Process.
19573,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 2b0 -Pipe 2ec -Comment NGen Worker Process.
19574,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 2e0 -Pipe 4c8 -Comment NGen Worker Process.
19575,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 308 -Pipe 30c -Comment NGen Worker Process.
19576,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 33c -Pipe 2b8 -Comment NGen Worker Process.
19577,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 320 -InterruptEvent 0 -NGENProcess 3f4 -Pipe 330 -Comment NGen Worker Process.
19578,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 1a0 -Pipe 308 -Comment NGen Worker Process.
19579,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 27c -Pipe 1bc -Comment NGen Worker Process.
19580,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 2b4 -Pipe 2c0 -Comment NGen Worker Process.
19581,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 2fc -Pipe 2a8 -Comment NGen Worker Process.
19582,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 388 -Pipe 318 -Comment NGen Worker Process.
19583,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 324 -InterruptEvent 0 -NGENProcess 3f4 -Pipe 334 -Comment NGen Worker Process.
19584,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 1b4 -Pipe 2f4 -Comment NGen Worker Process.
19585,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 1dc -Pipe 244 -Comment NGen Worker Process.
19586,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 2a8 -Pipe 1d4 -Comment NGen Worker Process.
19587,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 2d4 -Pipe 29c -Comment NGen Worker Process.
19588,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 2f4 -Pipe 308 -Comment NGen Worker Process.
19589,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 304 -Pipe 344 -Comment NGen Worker Process.
19590,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 350 -Pipe 330 -Comment NGen Worker Process.
19591,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 390 -Pipe 2ac -Comment NGen Worker Process.
19592,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 398 -Pipe 314 -Comment NGen Worker Process.
19593,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 480 -Pipe 240 -Comment NGen Worker Process.
19594,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 480 -Pipe 3a8 -Comment NGen Worker Process.
19595,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 328 -InterruptEvent 0 -NGENProcess 49c -Pipe 368 -Comment NGen Worker Process.
19596,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 23c -Pipe 2b8 -Comment NGen Worker Process.
19597,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 2a8 -Pipe 334 -Comment NGen Worker Process.
19598,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 2a8 -Pipe 3c4 -Comment NGen Worker Process.
19599,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 2dc -Pipe 31c -Comment NGen Worker Process.
19600,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 338 -Pipe 31c -Comment NGen Worker Process.
19601,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 364 -Pipe 308 -Comment NGen Worker Process.
19602,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 37c -Pipe 2bc -Comment NGen Worker Process.
19603,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 380 -Pipe 2e0 -Comment NGen Worker Process.
19604,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 38c -Pipe 358 -Comment NGen Worker Process.
19605,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 3a0 -Pipe 3f0 -Comment NGen Worker Process.
19606,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 3c4 -Pipe 3f8 -Comment NGen Worker Process.
19607,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 32c -InterruptEvent 0 -NGENProcess 3fc -Pipe 3c4 -Comment NGen Worker Process.
19608,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 1fc -Pipe 324 -Comment NGen Worker Process.
19609,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 2fc -Pipe 2e4 -Comment NGen Worker Process.
19610,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 33c -Pipe 310 -Comment NGen Worker Process.
19611,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 340 -Pipe 358 -Comment NGen Worker Process.
19612,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 378 -Pipe 178 -Comment NGen Worker Process.
19613,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 330 -InterruptEvent 0 -NGENProcess 500 -Pipe 584 -Comment NGen Worker Process.
19614,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 1dc -Pipe 380 -Comment NGen Worker Process.
19615,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 25c -Pipe 33c -Comment NGen Worker Process.
19616,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 284 -Pipe 26c -Comment NGen Worker Process.
19617,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 29c -Pipe 39c -Comment NGen Worker Process.
19618,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 2a8 -Pipe 330 -Comment NGen Worker Process.
19619,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 2e8 -Pipe 330 -Comment NGen Worker Process.
19620,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 2f4 -Pipe 2e8 -Comment NGen Worker Process.
19621,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 308 -Pipe 3c8 -Comment NGen Worker Process.
19622,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 324 -Pipe 3b4 -Comment NGen Worker Process.
19623,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 348 -Pipe 2f8 -Comment NGen Worker Process.
19624,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 3b4 -Pipe 3a4 -Comment NGen Worker Process.
19625,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 334 -InterruptEvent 0 -NGENProcess 3cc -Pipe 3c0 -Comment NGen Worker Process.
19626,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 1b8 -Pipe 384 -Comment NGen Worker Process.
19627,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 234 -Pipe 32c -Comment NGen Worker Process.
19628,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 29c -Pipe 300 -Comment NGen Worker Process.
19629,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 2d4 -Pipe 2dc -Comment NGen Worker Process.
19630,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 34c -Pipe 348 -Comment NGen Worker Process.
19631,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 390 -Pipe 330 -Comment NGen Worker Process.
19632,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 398 -Pipe 200 -Comment NGen Worker Process.
19633,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 3e0 -Pipe 364 -Comment NGen Worker Process.
19634,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 338 -InterruptEvent 0 -NGENProcess 4d8 -Pipe 36c -Comment NGen Worker Process.
19635,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 1e0 -Pipe 348 -Comment NGen Worker Process.
19636,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 25c -Pipe 340 -Comment NGen Worker Process.
19637,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 2ec -Pipe 330 -Comment NGen Worker Process.
19638,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 340 -Pipe 308 -Comment NGen Worker Process.
19639,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 384 -Pipe 304 -Comment NGen Worker Process.
19640,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 33c -InterruptEvent 0 -NGENProcess 414 -Pipe 4bc -Comment NGen Worker Process.
19641,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 1a0 -Pipe 4ec -Comment NGen Worker Process.
19642,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 208 -Pipe 32c -Comment NGen Worker Process.
19643,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 230 -Pipe 4b8 -Comment NGen Worker Process.
19644,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 2d0 -Pipe 3b4 -Comment NGen Worker Process.
19645,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 2d8 -Pipe 220 -Comment NGen Worker Process.
19646,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 304 -Pipe 184 -Comment NGen Worker Process.
19647,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 314 -Pipe 360 -Comment NGen Worker Process.
19648,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 320 -Pipe 3a4 -Comment NGen Worker Process.
19649,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 324 -Pipe 3e4 -Comment NGen Worker Process.
19650,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 334 -Pipe 2d0 -Comment NGen Worker Process.
19651,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 334 -Pipe 33c -Comment NGen Worker Process.
19652,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 338 -Pipe 3b0 -Comment NGen Worker Process.
19653,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 35c -Pipe 344 -Comment NGen Worker Process.
19654,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 374 -Pipe 3e0 -Comment NGen Worker Process.
19655,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 394 -Pipe 364 -Comment NGen Worker Process.
19656,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 398 -Pipe 2b0 -Comment NGen Worker Process.
19657,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 3a4 -Pipe 3d0 -Comment NGen Worker Process.
19658,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 3b8 -Pipe 304 -Comment NGen Worker Process.
19659,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 3d0 -Pipe 3f4 -Comment NGen Worker Process.
19660,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 424 -Pipe 3dc -Comment NGen Worker Process.
19661,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 45c -Pipe 3e8 -Comment NGen Worker Process.
19662,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 4a0 -Pipe 388 -Comment NGen Worker Process.
19663,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 58c -Pipe 2c0 -Comment NGen Worker Process.
19664,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 340 -InterruptEvent 0 -NGENProcess 9c -Pipe 36c -Comment NGen Worker Process.
19665,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 314 -Pipe 33c -Comment NGen Worker Process.
19666,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 330 -Pipe 340 -Comment NGen Worker Process.
19667,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 340 -Pipe 554 -Comment NGen Worker Process.
19668,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 364 -Pipe 1d4 -Comment NGen Worker Process.
19669,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 38c -Pipe 3cc -Comment NGen Worker Process.
19670,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 3c4 -Pipe 3a0 -Comment NGen Worker Process.
19671,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 3d8 -Pipe 324 -Comment NGen Worker Process.
19672,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 49c -Pipe 53c -Comment NGen Worker Process.
19673,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 4ec -Pipe 3f8 -Comment NGen Worker Process.
19674,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 4f4 -Pipe 4dc -Comment NGen Worker Process.
19675,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 344 -InterruptEvent 0 -NGENProcess 500 -Pipe 4a8 -Comment NGen Worker Process.
19676,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 1a0 -Pipe 578 -Comment NGen Worker Process.
19677,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 1ac -Pipe 36c -Comment NGen Worker Process.
19678,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 1fc -Pipe 3fc -Comment NGen Worker Process.
19679,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 29c -Pipe 328 -Comment NGen Worker Process.
19680,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 2a4 -Pipe 278 -Comment NGen Worker Process.
19681,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 2a8 -Pipe 2f0 -Comment NGen Worker Process.
19682,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 2b0 -Pipe 1e8 -Comment NGen Worker Process.
19683,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 2ec -Pipe 310 -Comment NGen Worker Process.
19684,C: Windows Microsoft.NET Framework64 v4.0.30319 mscorsvw.exe -StartupEvent 348 -InterruptEvent 0 -NGENProcess 35c -Pipe 334 -Comment NGen Worker Process.
